9.398959344709477692e-01,5.247583551574928062e-01,1.466910067067111467e-01,5.712125686470698183e-01,5.083062728136198416e-01,4.491827942966517551e-01,2.413907759175964174e-01,4.828036341135663601e-01,6.127890221199570053e-01
9.258808676929205506e-01,5.485353588512714706e-01,1.269610680518708790e-01,5.942741794480294049e-01,5.253996033437285940e-01,4.469575462032073232e-01,2.593071593766446137e-01,4.619547082868969978e-01,6.343629757245773382e-01
9.395386031400613236e-01,4.751022947024842735e-01,1.419004503810215312e-01,5.974215225736128065e-01,5.531076832211581085e-01,4.435968690669913062e-01,2.454402575217091431e-01,5.268494178505954695e-01,6.190532708187923561e-01
9.294917943098836011e-01,4.901118169268928737e-01,1.332810402180513443e-01,5.899296270940407316e-01,5.880640972664582522e-01,4.368433433123458109e-01,2.600618460445845992e-01,5.133631343142388559e-01,6.292816849326634543e-01
9.305900685786968607e-01,4.820754638051154006e-01,1.053281537374997912e-01,5.799609719031509902e-01,6.295678226108558651e-01,4.306517205073784327e-01,2.625018169666983869e-01,5.213903828380993533e-01,6.610037644031294679e-01
9.370000530239755987e-01,4.652082280224296706e-01,1.203357886684941619e-01,5.798657124264141594e-01,6.495965472838948207e-01,4.176504313225591902e-01,2.592292079088925338e-01,5.382384968976648976e-01,6.492284472369345139e-01
9.346539339652278899e-01,4.407448063308775366e-01,1.002253400644021880e-01,5.903012570335031128e-01,6.704220679606237576e-01,4.002009641024347197e-01,2.658209613485548184e-01,5.616565899165432141e-01,6.738209272564312791e-01
9.347599132613575446e-01,3.979367243113461350e-01,1.045118328725613416e-01,5.839606925555288486e-01,6.950345634572066000e-01,3.837012511335429199e-01,2.692713554611115834e-01,6.020454524139795538e-01,6.735558267395344023e-01
9.325284927245280908e-01,3.745086486764881983e-01,1.380477454005069604e-01,5.678618658114273909e-01,7.182086828489833152e-01,3.635214175741269815e-01,2.750773700269459887e-01,6.268958458989265514e-01,6.445371935056783963e-01
9.344926675197497978e-01,3.396809231983061172e-01,2.173536146005857761e-01,5.467710680328786710e-01,7.251993302409038833e-01,3.376194973961815227e-01,2.748666614955019849e-01,6.643774406125221299e-01,5.699183711430135801e-01
9.280440448405065101e-01,3.381746143409562477e-01,2.752657585079298364e-01,5.007857192437399352e-01,7.208497150362115358e-01,3.110039236615116387e-01,2.823626800444781204e-01,6.757876778041812527e-01,5.207375874244977165e-01
9.221560737738204727e-01,4.103213097876938220e-01,2.928998795894781071e-01,4.608348665007918066e-01,7.173771770479067111e-01,2.989718426719373823e-01,2.873485249268000752e-01,6.251062317532206647e-01,5.177498487634815127e-01
9.304365356647534835e-01,3.786756895643246246e-01,3.617470273213781451e-01,4.114135085064503095e-01,6.878062950808878639e-01,2.828341178128827016e-01,2.732237258476968855e-01,6.700101435454773879e-01,4.653987535912762485e-01
9.240030637437071093e-01,3.736525321810200140e-01,4.100074973319680072e-01,3.417727647274904634e-01,6.734646747592015759e-01,2.677766222870821000e-01,2.733667677366870552e-01,6.946043474457290756e-01,4.412275775535020594e-01
9.121863084738749405e-01,3.844459490032914317e-01,4.525356344936976027e-01,2.747711694726002185e-01,6.595282807157220040e-01,2.510722491507122456e-01,2.766405201896708910e-01,7.076041218191652105e-01,4.317453881808425709e-01
8.905913166343566445e-01,4.013875220185392778e-01,4.860400778387480858e-01,2.199547384186738563e-01,6.528978281650134052e-01,2.306104564923603939e-01,2.876451285135488423e-01,7.152474591454434094e-01,4.404867951429614625e-01
8.632181728183161429e-01,4.408268646109218536e-01,5.167356328345719119e-01,2.021108697354668249e-01,6.587414523327518312e-01,2.100093320859688917e-01,3.015088265694640390e-01,6.996356999485147110e-01,4.584648863775774852e-01
8.348623997180226741e-01,5.291801231058154142e-01,5.407675278533002894e-01,2.150553463726171122e-01,6.695728813129262491e-01,1.949437270579624237e-01,3.130159613725689849e-01,6.342898880368132986e-01,4.846926631889786896e-01
8.063529343253617032e-01,6.281504842955307755e-01,5.771427331301876018e-01,2.555530957924136981e-01,6.674003280077183131e-01,1.901637333872299440e-01,3.223533275877391580e-01,5.522445741892679782e-01,4.941216296948733322e-01
