1.314788818,-10.37290955,2.132553101,0.183242798,0.824111938,0.260116577
1.319580078,-10.88018799,0.696853638,-0.020767212,0.920639038,0.279647827
1.343505859,-10.82992554,-0.504348755,-0.280990601,0.891311646,0.395706177
2.27192688,-10.8347168,-0.277023315,-0.403152466,0.820449829,0.383499146
3.078308105,-11.95455933,1.505630493,-1.33656311,1.263931274,0.242996216
-0.108932495,-12.98826599,-1.74621582,-1.33656311,1.263931274,0.242996216
-0.23576355,-10.62414551,0.347503662,-1.370773315,-0.279098511,0.059753418
-2.011230469,-10.72465515,0.488677979,-2.51675415,0.062973022,0.322418213
0.302627563,-10.33462524,2.527359009,-1.775161743,-0.055511475,-0.38494873
-0.132873535,-11.96891785,-0.863265991,-1.756835938,-0.772659302,-0.249343872
-0.632965088,-9.879989624,-0.626373291,-1.756835938,-0.772659302,-0.249343872
-0.302749634,-8.171508789,-0.449310303,-1.5650177,-0.874069214,-0.523010254
-0.592285156,-7.448867798,-1.171936035,-1.033569336,-1.163619995,-0.675720215
-0.963180542,-7.149765015,-1.645721436,-0.726913452,-1.214920044,-0.679367065
-1.180923462,-6.575500488,-2.114715576,-0.726913452,-1.214920044,-0.679367065
-1.106750488,-6.915267944,-3.040740967,0.114822388,-0.215560913,-0.552322388
-0.632965088,-7.173706055,-3.382904053,0.321304321,-0.323074341,-0.532775879
0.147094727,-7.704910278,-4.9190979,0.321304321,-0.323074341,-0.532775879
0.936721802,-10.41596985,-7.156387329,0.557098389,-0.347503662,-0.599975586
2.109207153,-9.056854248,-6.333251953,0.158813477,-0.799545288,-0.675720215
0.410308838,-9.250671387,-4.538635254,0.532653809,-1.234481812,-0.397171021
-5.552612305,-31.317276,-3.638946533,-0.485015869,-1.276016235,1.029785156
-4.265274048,-1.85206604,5.480102539,-0.485015869,-1.276016235,1.029785156
1.286071777,-3.321258545,1.969833374,0.554656982,0.500350952,-0.0440979
3.475509644,-16.49613953,0.062759399,1.754379272,1.587692261,-0.072189331
-0.843536377,-9.085571289,-1.621795654,1.286468506,0.737365723,0.014541626
-0.24772644,-6.941589355,-0.38230896,1.513717651,1.421524048,-0.042861938
1.774215698,-9.99005127,-0.116699219,1.513717651,1.421524048,-0.042861938
1.599533081,-10.14079285,0.52935791,1.084884644,1.063568115,0.139160156
0.702224731,-9.738800049,0.799743652,1.011566162,0.870544434,0.118392944
0.498840332,-9.56652832,1.275909424,1.011566162,0.870544434,0.118392944
1.630645752,-10.80599976,0.979202271,0.48135376,0.561447144,0.258880615
2.243209839,-10.46144104,1.072525024,0.313964844,0.075195313,0.181900024
0.841018677,-9.700515747,0.675323486,0.313964844,0.075195313,0.181900024
0.692657471,-9.78427124,0.237426758,0.399490356,-0.034729004,0.26864624
1.073120117,-9.817764282,0.340316772,0.399490356,-0.034729004,0.26864624
0.963043213,-9.736419678,0.237426758,0.348175049,0.199798584,0.332183838
0.850585938,-10.26522827,-0.702941895,0.013427734,0.268218994,0.345626831
0.874511719,-10.71269226,-2.365966797,-0.596191406,0.359863281,0.443359375
1.762252808,-13.30410767,-1.418395996,-0.596191406,0.359863281,0.443359375
1.479888916,-13.22036743,-1.550003052,-1.643203735,-0.441574097,0.647399902
-0.4559021,-12.41159058,1.598953247,-2.381134033,-0.452575684,-0.222457886
-1.032562256,-13.06721497,1.519989014,-3.720153809,0.896194458,0.123275757
-1.173736572,-11.99523926,0.06993103,-1.436752319,-0.740890503,0.041427612
0.702224731,-8.748184204,1.464950562,-1.495376587,-1.335876465,-0.747787476
-1.434555054,-8.173904419,0.206329346,-1.667648315,-1.114746094,-0.43258667
-2.293579102,-8.013580322,-0.84173584,-0.806335449,-1.133071899,-0.70993042
-2.681228638,-6.434310913,-0.968551636,-0.806335449,-1.133071899,-0.70993042
-1.465667725,-6.575500488,-1.894577026,-0.482574463,-0.678588867,-0.58531189
0.477310181,-6.900924683,-3.368545532,-0.199142456,-0.363388062,-0.364181519
-0.970352173,-7.989654541,-5.37852478,0.117279053,0.22668457,-0.031860352
0.936721802,-8.65725708,-5.464660645,0.238220215,-0.059173584,-0.240783691
1.515792847,-8.621353149,-5.945617676,0.090393066,-0.293746948,-0.427703857
0.154266357,-8.501724243,-7.835952759,-0.245559692,-0.634613037,-0.220016479
1.494247437,-5.994033813,-5.577133179,0.266311646,-1.568008423,-0.2762146
-2.71472168,-11.26782227,-4.060073853,0.590072632,-0.45866394,-0.074630737
-0.355392456,-32.57829285,-6.673034668,0.590072632,-0.45866394,-0.074630737
-6.492996216,5.62550354,1.20652771,-0.968811035,-1.362747192,0.299209595
2.236022949,-9.836914063,3.972625732,0.77822876,0.153381348,-0.100280762
1.147293091,-16.27360535,-2.380310059,1.606552124,1.588912964,-0.069747925
-0.838745117,-6.518066406,-0.609634399,1.319442749,0.83265686,-0.32875061
1.853179932,-7.769515991,0.330749512,1.778823853,1.436203003,-0.383728027
1.82925415,-9.437316895,0.223068237,1.894882202,1.353118896,-0.26399231
-0.070648193,-9.774703979,-0.351196289,1.347549438,0.469818115,0.466567993
-0.307540894,-10.1958313,-0.202850342,1.420852661,0.601760864,0.214904785
0.534729004,-10.31307983,0.337936401,1.420852661,0.601760864,0.214904785
2.259963989,-11.01657104,0.680099487,0.938262939,0.781356812,0.211227417
1.300430298,-9.812988281,0.926559448,0.564422607,0.025115967,0.184371948
0.91519165,-9.078384399,0.952880859,0.597412109,0.227920532,0.102508545
0.44619751,-9.827346802,0.943313599,0.597412109,0.227920532,0.102508545
0.410308838,-9.879989624,1.242416382,0.696365356,0.275558472,0.278442383
-0.149612427,-10.56912231,0.29725647,0.558319092,0.372070313,0.278442383
0.924758911,-10.43751526,-0.370346069,-0.095291138,0.565109253,0.492248535
3.130950928,-11.48316956,-0.82019043,-0.095291138,0.565109253,0.492248535
4.566635132,-15.43611145,-0.128677368,-0.610855103,0.287780762,0.499572754
-1.113922119,-11.55973816,-0.786697388,-1.395217896,-0.594284058,-0.000106812
-2.49697876,-9.963729858,0.124969482,-3.837432861,0.474700928,0.456802368
-3.499572754,-11.49035645,1.024673462,-1.875335693,0.402603149,-0.187011719
0.149490356,-12.7059021,-0.714904785,-1.571136475,-1.089096069,-0.791778564
1.310012817,-11.21995544,0.120178223,-1.62487793,-1.323669434,-0.909057617
0.070526123,-8.563934326,0.156082153,-1.62487793,-1.323669434,-0.909057617
-1.398666382,-6.59223938,-0.741226196,-1.522262573,-1.223480225,-0.789337158
-2.262481689,-6.087356567,-1.447113037,-1.142318726,-1.240600586,-0.713577271
-2.080627441,-5.996429443,-2.102752686,-0.554656982,-0.77633667,-0.602416992
-0.91053772,-5.927032471,-3.148406982,0.311523438,0.051986694,-0.349517822
-0.23576355,-7.324447632,-4.311325073,0.392166138,-0.082382202,-0.355621338
1.147293091,-7.719268799,-7.027175903,0.830764771,-0.72744751,-0.52911377
